feature,feature_idx,m_i,s_used,context,prompt,condition,c,sample,baseline_p,a_i_max,active,passed_floor,p_concept,gen_success_frac,gen_success_any,perplexity
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,neg(c=1.0),1.0,8,0.6730115413665771,110.65019226074219,True,True,0.12760990858078003,0.03125,1,6.925294399261475
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,neg(c=1.0),1.0,9,0.6730115413665771,110.65019226074219,True,True,0.12760990858078003,0.03125,1,6.203300952911377
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=1.0),1.0,0,0.6730115413665771,110.65019226074219,True,True,0.17865338921546936,0.03125,1,6.406811237335205
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=1.0),1.0,1,0.6730115413665771,110.65019226074219,True,True,0.17865338921546936,0.03125,1,4.414751052856445
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=1.0),1.0,2,0.6730115413665771,110.65019226074219,True,True,0.17865338921546936,0.03125,1,7.797093391418457
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=1.0),1.0,3,0.6730115413665771,110.65019226074219,True,True,0.17865338921546936,0.03125,1,4.788942813873291
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=1.0),1.0,4,0.6730115413665771,110.65019226074219,True,True,0.17865338921546936,0.03125,1,5.297926425933838
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=1.0),1.0,5,0.6730115413665771,110.65019226074219,True,True,0.17865338921546936,0.03125,1,7.953250885009766
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=1.0),1.0,6,0.6730115413665771,110.65019226074219,True,True,0.17865338921546936,0.0625,1,3.891868829727173
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=1.0),1.0,7,0.6730115413665771,110.65019226074219,True,True,0.17865338921546936,0.03125,1,6.223358154296875
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=1.0),1.0,8,0.6730115413665771,110.65019226074219,True,True,0.17865338921546936,0.03125,1,6.925294399261475
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=1.0),1.0,9,0.6730115413665771,110.65019226074219,True,True,0.17865338921546936,0.03125,1,5.520085334777832
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,neg(c=2.0),2.0,0,0.6730115413665771,110.65019226074219,True,True,0.0831390991806984,0.0,0,7.36619234085083
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,neg(c=2.0),2.0,1,0.6730115413665771,110.65019226074219,True,True,0.0831390991806984,0.03125,1,4.704585075378418
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,neg(c=2.0),2.0,2,0.6730115413665771,110.65019226074219,True,True,0.0831390991806984,0.03125,1,8.172076225280762
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,neg(c=2.0),2.0,3,0.6730115413665771,110.65019226074219,True,True,0.0831390991806984,0.03125,1,4.788942813873291
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,neg(c=2.0),2.0,4,0.6730115413665771,110.65019226074219,True,True,0.0831390991806984,0.03125,1,6.644899845123291
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,neg(c=2.0),2.0,5,0.6730115413665771,110.65019226074219,True,True,0.0831390991806984,0.03125,1,5.114377975463867
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,neg(c=2.0),2.0,6,0.6730115413665771,110.65019226074219,True,True,0.0831390991806984,0.03125,1,6.373441696166992
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,neg(c=2.0),2.0,7,0.6730115413665771,110.65019226074219,True,True,0.0831390991806984,0.03125,1,6.231860637664795
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,neg(c=2.0),2.0,8,0.6730115413665771,110.65019226074219,True,True,0.0831390991806984,0.03125,1,8.465254783630371
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,neg(c=2.0),2.0,9,0.6730115413665771,110.65019226074219,True,True,0.0831390991806984,0.03125,1,5.395503044128418
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=2.0),2.0,0,0.6730115413665771,110.65019226074219,True,True,0.17530488967895508,0.03125,1,6.855631351470947
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=2.0),2.0,1,0.6730115413665771,110.65019226074219,True,True,0.17530488967895508,0.03125,1,4.453785419464111
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=2.0),2.0,2,0.6730115413665771,110.65019226074219,True,True,0.17530488967895508,0.0625,1,7.248275279998779
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=2.0),2.0,3,0.6730115413665771,110.65019226074219,True,True,0.17530488967895508,0.03125,1,4.481741428375244
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=2.0),2.0,4,0.6730115413665771,110.65019226074219,True,True,0.17530488967895508,0.03125,1,5.297926425933838
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=2.0),2.0,5,0.6730115413665771,110.65019226074219,True,True,0.17530488967895508,0.03125,1,7.953250885009766
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=2.0),2.0,6,0.6730115413665771,110.65019226074219,True,True,0.17530488967895508,0.0625,1,4.193439960479736
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=2.0),2.0,7,0.6730115413665771,110.65019226074219,True,True,0.17530488967895508,0.03125,1,7.326420307159424
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=2.0),2.0,8,0.6730115413665771,110.65019226074219,True,True,0.17530488967895508,0.03125,1,6.925294399261475
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=2.0),2.0,9,0.6730115413665771,110.65019226074219,True,True,0.17530488967895508,0.0625,1,5.355776786804199
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,neg(c=4.0),4.0,0,0.6730115413665771,110.65019226074219,True,True,0.0061559355817735195,0.0,0,7.501981735229492
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,neg(c=4.0),4.0,1,0.6730115413665771,110.65019226074219,True,True,0.0061559355817735195,0.0,0,11.612860679626465
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,neg(c=4.0),4.0,2,0.6730115413665771,110.65019226074219,True,True,0.0061559355817735195,0.0,0,16.11408233642578
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,neg(c=4.0),4.0,3,0.6730115413665771,110.65019226074219,True,True,0.0061559355817735195,0.03125,1,11.251596450805664
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,neg(c=4.0),4.0,4,0.6730115413665771,110.65019226074219,True,True,0.0061559355817735195,0.0,0,12.644030570983887
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,neg(c=4.0),4.0,5,0.6730115413665771,110.65019226074219,True,True,0.0061559355817735195,0.0,0,11.808246612548828
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,neg(c=4.0),4.0,6,0.6730115413665771,110.65019226074219,True,True,0.0061559355817735195,0.03125,1,7.494485855102539
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,neg(c=4.0),4.0,7,0.6730115413665771,110.65019226074219,True,True,0.0061559355817735195,0.0,0,6.975880146026611
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,neg(c=4.0),4.0,8,0.6730115413665771,110.65019226074219,True,True,0.0061559355817735195,0.0,0,7.292351722717285
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,neg(c=4.0),4.0,9,0.6730115413665771,110.65019226074219,True,True,0.0061559355817735195,0.0,0,7.28795862197876
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=4.0),4.0,0,0.6730115413665771,110.65019226074219,True,True,0.16544024646282196,0.03125,1,9.215320587158203
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=4.0),4.0,1,0.6730115413665771,110.65019226074219,True,True,0.16544024646282196,0.03125,1,9.613728523254395
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=4.0),4.0,2,0.6730115413665771,110.65019226074219,True,True,0.16544024646282196,0.0625,1,7.248275279998779
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=4.0),4.0,3,0.6730115413665771,110.65019226074219,True,True,0.16544024646282196,0.03125,1,4.481741428375244
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=4.0),4.0,4,0.6730115413665771,110.65019226074219,True,True,0.16544024646282196,0.03125,1,5.297926425933838
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=4.0),4.0,5,0.6730115413665771,110.65019226074219,True,True,0.16544024646282196,0.03125,1,8.706253051757812
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=4.0),4.0,6,0.6730115413665771,110.65019226074219,True,True,0.16544024646282196,0.0625,1,5.047872066497803
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=4.0),4.0,7,0.6730115413665771,110.65019226074219,True,True,0.16544024646282196,0.03125,1,7.326420307159424
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=4.0),4.0,8,0.6730115413665771,110.65019226074219,True,True,0.16544024646282196,0.0625,1,6.661039352416992
hair,8827,35.88200378417969,10.0,elicit,He looked in the mirror and combed his,rand(c=4.0),4.0,9,0.6730115413665771,110.65019226074219,True,True,0.16544024646282196,0.03125,1,5.228686332702637
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,baseline,,0,0.9513675570487976,75.91300964355469,True,True,0.26426470279693604,0.03125,1,7.785175323486328
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,baseline,,1,0.9513675570487976,75.91300964355469,True,True,0.26426470279693604,0.03125,1,3.63504695892334
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,baseline,,2,0.9513675570487976,75.91300964355469,True,True,0.26426470279693604,0.03125,1,6.112695217132568
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,baseline,,3,0.9513675570487976,75.91300964355469,True,True,0.26426470279693604,0.03125,1,4.685123920440674
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,baseline,,4,0.9513675570487976,75.91300964355469,True,True,0.26426470279693604,0.03125,1,4.730353355407715
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,baseline,,5,0.9513675570487976,75.91300964355469,True,True,0.26426470279693604,0.03125,1,4.941107273101807
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,baseline,,6,0.9513675570487976,75.91300964355469,True,True,0.26426470279693604,0.03125,1,5.134296417236328
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,baseline,,7,0.9513675570487976,75.91300964355469,True,True,0.26426470279693604,0.03125,1,4.356210231781006
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,baseline,,8,0.9513675570487976,75.91300964355469,True,True,0.26426470279693604,0.03125,1,6.02800178527832
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,baseline,,9,0.9513675570487976,75.91300964355469,True,True,0.26426470279693604,0.03125,1,6.844239234924316
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,amplify,,0,0.9513675570487976,75.91300964355469,True,True,0.18501514196395874,1.0,1,13.70639419555664
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,amplify,,1,0.9513675570487976,75.91300964355469,True,True,0.18501514196395874,1.0,1,10.116065979003906
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,amplify,,2,0.9513675570487976,75.91300964355469,True,True,0.18501514196395874,1.0,1,16.14177131652832
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,amplify,,3,0.9513675570487976,75.91300964355469,True,True,0.18501514196395874,1.0,1,14.982666015625
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,amplify,,4,0.9513675570487976,75.91300964355469,True,True,0.18501514196395874,1.0,1,8.857895851135254
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,amplify,,5,0.9513675570487976,75.91300964355469,True,True,0.18501514196395874,1.0,1,11.82040023803711
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,amplify,,6,0.9513675570487976,75.91300964355469,True,True,0.18501514196395874,1.0,1,8.514087677001953
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,amplify,,7,0.9513675570487976,75.91300964355469,True,True,0.18501514196395874,1.0,1,17.696081161499023
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,amplify,,8,0.9513675570487976,75.91300964355469,True,True,0.18501514196395874,1.0,1,13.882152557373047
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,amplify,,9,0.9513675570487976,75.91300964355469,True,True,0.18501514196395874,1.0,1,13.828289031982422
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,ablate(c=0),0.0,0,0.9513675570487976,75.91300964355469,True,True,0.261484295129776,0.03125,1,7.785175323486328
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,ablate(c=0),0.0,1,0.9513675570487976,75.91300964355469,True,True,0.261484295129776,0.03125,1,3.63504695892334
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,ablate(c=0),0.0,2,0.9513675570487976,75.91300964355469,True,True,0.261484295129776,0.03125,1,6.112695217132568
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,ablate(c=0),0.0,3,0.9513675570487976,75.91300964355469,True,True,0.261484295129776,0.03125,1,4.685123920440674
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,ablate(c=0),0.0,4,0.9513675570487976,75.91300964355469,True,True,0.261484295129776,0.03125,1,4.730353355407715
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,ablate(c=0),0.0,5,0.9513675570487976,75.91300964355469,True,True,0.261484295129776,0.03125,1,4.941107273101807
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,ablate(c=0),0.0,6,0.9513675570487976,75.91300964355469,True,True,0.261484295129776,0.03125,1,7.020971775054932
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,ablate(c=0),0.0,7,0.9513675570487976,75.91300964355469,True,True,0.261484295129776,0.03125,1,4.356210231781006
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,ablate(c=0),0.0,8,0.9513675570487976,75.91300964355469,True,True,0.261484295129776,0.03125,1,6.02800178527832
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,ablate(c=0),0.0,9,0.9513675570487976,75.91300964355469,True,True,0.261484295129776,0.03125,1,6.844239234924316
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=0.25),0.25,0,0.9513675570487976,75.91300964355469,True,True,0.26075783371925354,0.03125,1,7.785175323486328
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=0.25),0.25,1,0.9513675570487976,75.91300964355469,True,True,0.26075783371925354,0.03125,1,3.63504695892334
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=0.25),0.25,2,0.9513675570487976,75.91300964355469,True,True,0.26075783371925354,0.03125,1,6.112695217132568
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=0.25),0.25,3,0.9513675570487976,75.91300964355469,True,True,0.26075783371925354,0.03125,1,4.685123920440674
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=0.25),0.25,4,0.9513675570487976,75.91300964355469,True,True,0.26075783371925354,0.03125,1,4.730353355407715
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=0.25),0.25,5,0.9513675570487976,75.91300964355469,True,True,0.26075783371925354,0.03125,1,4.1765851974487305
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=0.25),0.25,6,0.9513675570487976,75.91300964355469,True,True,0.26075783371925354,0.03125,1,7.020971775054932
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=0.25),0.25,7,0.9513675570487976,75.91300964355469,True,True,0.26075783371925354,0.03125,1,4.356210231781006
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=0.25),0.25,8,0.9513675570487976,75.91300964355469,True,True,0.26075783371925354,0.03125,1,6.02800178527832
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=0.25),0.25,9,0.9513675570487976,75.91300964355469,True,True,0.26075783371925354,0.03125,1,6.844239234924316
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=0.25),0.25,0,0.9513675570487976,75.91300964355469,True,True,0.2643909752368927,0.03125,1,7.785175323486328
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=0.25),0.25,1,0.9513675570487976,75.91300964355469,True,True,0.2643909752368927,0.03125,1,3.63504695892334
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=0.25),0.25,2,0.9513675570487976,75.91300964355469,True,True,0.2643909752368927,0.03125,1,6.112695217132568
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=0.25),0.25,3,0.9513675570487976,75.91300964355469,True,True,0.2643909752368927,0.03125,1,4.819878101348877
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=0.25),0.25,4,0.9513675570487976,75.91300964355469,True,True,0.2643909752368927,0.03125,1,4.730353355407715
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=0.25),0.25,5,0.9513675570487976,75.91300964355469,True,True,0.2643909752368927,0.03125,1,4.941107273101807
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=0.25),0.25,6,0.9513675570487976,75.91300964355469,True,True,0.2643909752368927,0.03125,1,5.134296417236328
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=0.25),0.25,7,0.9513675570487976,75.91300964355469,True,True,0.2643909752368927,0.03125,1,4.356210231781006
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=0.25),0.25,8,0.9513675570487976,75.91300964355469,True,True,0.2643909752368927,0.03125,1,6.02800178527832
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=0.25),0.25,9,0.9513675570487976,75.91300964355469,True,True,0.2643909752368927,0.03125,1,6.844239234924316
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=0.5),0.5,0,0.9513675570487976,75.91300964355469,True,True,0.2598656117916107,0.03125,1,7.785175323486328
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=0.5),0.5,1,0.9513675570487976,75.91300964355469,True,True,0.2598656117916107,0.03125,1,3.63504695892334
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=0.5),0.5,2,0.9513675570487976,75.91300964355469,True,True,0.2598656117916107,0.03125,1,6.55796480178833
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=0.5),0.5,3,0.9513675570487976,75.91300964355469,True,True,0.2598656117916107,0.03125,1,4.685123920440674
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=0.5),0.5,4,0.9513675570487976,75.91300964355469,True,True,0.2598656117916107,0.03125,1,4.730353355407715
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=0.5),0.5,5,0.9513675570487976,75.91300964355469,True,True,0.2598656117916107,0.03125,1,4.1765851974487305
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=0.5),0.5,6,0.9513675570487976,75.91300964355469,True,True,0.2598656117916107,0.03125,1,5.198583602905273
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=0.5),0.5,7,0.9513675570487976,75.91300964355469,True,True,0.2598656117916107,0.03125,1,4.356210231781006
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=0.5),0.5,8,0.9513675570487976,75.91300964355469,True,True,0.2598656117916107,0.03125,1,6.02800178527832
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=0.5),0.5,9,0.9513675570487976,75.91300964355469,True,True,0.2598656117916107,0.03125,1,6.844239234924316
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=0.5),0.5,0,0.9513675570487976,75.91300964355469,True,True,0.26432833075523376,0.03125,1,7.785175323486328
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=0.5),0.5,1,0.9513675570487976,75.91300964355469,True,True,0.26432833075523376,0.03125,1,3.63504695892334
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=0.5),0.5,2,0.9513675570487976,75.91300964355469,True,True,0.26432833075523376,0.03125,1,6.112695217132568
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=0.5),0.5,3,0.9513675570487976,75.91300964355469,True,True,0.26432833075523376,0.03125,1,4.819878101348877
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=0.5),0.5,4,0.9513675570487976,75.91300964355469,True,True,0.26432833075523376,0.03125,1,4.730353355407715
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=0.5),0.5,5,0.9513675570487976,75.91300964355469,True,True,0.26432833075523376,0.03125,1,4.941107273101807
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=0.5),0.5,6,0.9513675570487976,75.91300964355469,True,True,0.26432833075523376,0.03125,1,5.134296417236328
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=0.5),0.5,7,0.9513675570487976,75.91300964355469,True,True,0.26432833075523376,0.03125,1,4.356210231781006
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=0.5),0.5,8,0.9513675570487976,75.91300964355469,True,True,0.26432833075523376,0.03125,1,6.157604217529297
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=0.5),0.5,9,0.9513675570487976,75.91300964355469,True,True,0.26432833075523376,0.03125,1,6.844239234924316
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=1.0),1.0,0,0.9513675570487976,75.91300964355469,True,True,0.25738462805747986,0.03125,1,7.107847213745117
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=1.0),1.0,1,0.9513675570487976,75.91300964355469,True,True,0.25738462805747986,0.03125,1,3.63504695892334
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=1.0),1.0,2,0.9513675570487976,75.91300964355469,True,True,0.25738462805747986,0.03125,1,6.55796480178833
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=1.0),1.0,3,0.9513675570487976,75.91300964355469,True,True,0.25738462805747986,0.03125,1,4.685123920440674
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=1.0),1.0,4,0.9513675570487976,75.91300964355469,True,True,0.25738462805747986,0.03125,1,6.957883834838867
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=1.0),1.0,5,0.9513675570487976,75.91300964355469,True,True,0.25738462805747986,0.03125,1,4.1765851974487305
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=1.0),1.0,6,0.9513675570487976,75.91300964355469,True,True,0.25738462805747986,0.03125,1,5.198583602905273
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=1.0),1.0,7,0.9513675570487976,75.91300964355469,True,True,0.25738462805747986,0.03125,1,4.356210231781006
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=1.0),1.0,8,0.9513675570487976,75.91300964355469,True,True,0.25738462805747986,0.03125,1,6.02800178527832
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=1.0),1.0,9,0.9513675570487976,75.91300964355469,True,True,0.25738462805747986,0.03125,1,6.695710182189941
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=1.0),1.0,0,0.9513675570487976,75.91300964355469,True,True,0.26415276527404785,0.03125,1,7.785175323486328
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=1.0),1.0,1,0.9513675570487976,75.91300964355469,True,True,0.26415276527404785,0.03125,1,3.63504695892334
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=1.0),1.0,2,0.9513675570487976,75.91300964355469,True,True,0.26415276527404785,0.03125,1,6.112695217132568
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=1.0),1.0,3,0.9513675570487976,75.91300964355469,True,True,0.26415276527404785,0.03125,1,5.01047420501709
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=1.0),1.0,4,0.9513675570487976,75.91300964355469,True,True,0.26415276527404785,0.03125,1,4.9509663581848145
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=1.0),1.0,5,0.9513675570487976,75.91300964355469,True,True,0.26415276527404785,0.03125,1,4.941107273101807
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=1.0),1.0,6,0.9513675570487976,75.91300964355469,True,True,0.26415276527404785,0.03125,1,5.134296417236328
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=1.0),1.0,7,0.9513675570487976,75.91300964355469,True,True,0.26415276527404785,0.03125,1,4.356210231781006
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=1.0),1.0,8,0.9513675570487976,75.91300964355469,True,True,0.26415276527404785,0.03125,1,5.598733901977539
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,rand(c=1.0),1.0,9,0.9513675570487976,75.91300964355469,True,True,0.26415276527404785,0.03125,1,6.844239234924316
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=2.0),2.0,0,0.9513675570487976,75.91300964355469,True,True,0.24688848853111267,0.03125,1,7.107847213745117
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=2.0),2.0,1,0.9513675570487976,75.91300964355469,True,True,0.24688848853111267,0.03125,1,3.63504695892334
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=2.0),2.0,2,0.9513675570487976,75.91300964355469,True,True,0.24688848853111267,0.03125,1,6.55796480178833
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=2.0),2.0,3,0.9513675570487976,75.91300964355469,True,True,0.24688848853111267,0.03125,1,4.685123920440674
hair,8827,35.88200378417969,10.0,elicit,The wind blew strands of her long blonde,neg(c=2.0),2.0,4,0.9513675570487976,75.91300964355469,True,True,0.24688848853111267,0.03125,1,6.957883834838867
